OrderID,OrderDate,CustomerID,ProductID,GeographyID,SalesRepID,ChannelID,Quantity,UnitPrice,Revenue,Cost,GrossProfit,GrossMarginPercent
ORD-0003606,2020-04-27,CUST-0497,PROD-0033,GEO-0008,REP-006,CHN-003,10,4069,40690,15462,25228,62
ORD-0003607,2020-04-03,CUST-0020,PROD-0019,GEO-0004,REP-021,CHN-003,3,21390,64170,24385,39785,62
ORD-0003608,2020-04-26,CUST-0257,PROD-0055,GEO-0013,REP-013,CHN-004,6,17361,104166,57291,46875,45
ORD-0003609,2020-04-05,CUST-0124,PROD-0035,GEO-0002,REP-020,CHN-001,1,281274,281274,126573,154701,55
ORD-0003610,2020-04-09,CUST-0212,PROD-0024,GEO-0018,REP-009,CHN-001,7,19826,138782,62452,76330,55
ORD-0003611,2020-04-03,CUST-0272,PROD-0044,GEO-0002,REP-022,CHN-004,7,11692,81844,45014,36830,45
ORD-0003612,2020-04-11,CUST-0394,PROD-0043,GEO-0019,REP-012,CHN-004,3,34074,102222,56222,46000,45
ORD-0003613,2020-04-07,CUST-0037,PROD-0025,GEO-0018,REP-015,CHN-003,4,19038,76152,28938,47214,62
ORD-0003614,2020-04-09,CUST-0081,PROD-0033,GEO-0006,REP-022,CHN-004,7,33838,236866,130276,106590,45
ORD-0003615,2020-04-09,CUST-0238,PROD-0037,GEO-0001,REP-005,CHN-004,10,4230,42300,23265,19035,45
ORD-0003616,2020-04-26,CUST-0255,PROD-0023,GEO-0006,REP-021,CHN-001,2,12435,24870,11191,13679,55
ORD-0003617,2020-04-24,CUST-0240,PROD-0022,GEO-0001,REP-009,CHN-004,7,9073,63511,34931,28580,45
ORD-0003618,2020-04-28,CUST-0325,PROD-0042,GEO-0018,REP-015,CHN-003,7,4629,32403,12313,20090,62
ORD-0003619,2020-04-05,CUST-0051,PROD-0046,GEO-0015,REP-001,CHN-001,10,1978,19780,8901,10879,55
ORD-0003620,2020-04-20,CUST-0477,PROD-0039,GEO-0016,REP-005,CHN-002,8,12263,98104,51014,47090,48
ORD-0003621,2020-04-20,CUST-0186,PROD-0046,GEO-0012,REP-007,CHN-002,7,6983,48881,25418,23463,48
ORD-0003622,2020-04-24,CUST-0338,PROD-0032,GEO-0010,REP-002,CHN-004,1,247550,247550,136153,111397,45
ORD-0003623,2020-04-20,CUST-0342,PROD-0027,GEO-0009,REP-002,CHN-003,1,68109,68109,25881,42228,62
ORD-0003624,2020-04-10,CUST-0055,PROD-0040,GEO-0011,REP-014,CHN-001,5,51909,259545,116795,142750,55
ORD-0003625,2020-04-17,CUST-0050,PROD-0036,GEO-0005,REP-007,CHN-002,9,21418,192762,100236,92526,48
ORD-0003626,2020-04-14,CUST-0004,PROD-0038,GEO-0016,REP-009,CHN-004,7,6437,45059,24782,20277,45
ORD-0003627,2020-04-26,CUST-0156,PROD-0017,GEO-0013,REP-008,CHN-004,2,36818,73636,40500,33136,45
ORD-0003628,2020-04-08,CUST-0189,PROD-0057,GEO-0009,REP-020,CHN-001,7,2133,14931,6719,8212,55
ORD-0003629,2020-04-14,CUST-0346,PROD-0021,GEO-0008,REP-021,CHN-002,6,11504,69024,35892,33132,48
ORD-0003630,2020-04-09,CUST-0060,PROD-0057,GEO-0013,REP-014,CHN-004,6,3257,19542,10748,8794,45
ORD-0003631,2020-04-06,CUST-0189,PROD-0027,GEO-0019,REP-005,CHN-004,5,5405,27025,14864,12161,45
ORD-0003632,2020-04-24,CUST-0009,PROD-0014,GEO-0002,REP-021,CHN-004,4,24373,97492,53621,43871,45
ORD-0003633,2020-04-07,CUST-0440,PROD-0042,GEO-0009,REP-024,CHN-001,7,38840,271880,122346,149534,55
ORD-0003634,2020-04-15,CUST-0030,PROD-0046,GEO-0007,REP-007,CHN-004,5,23085,115425,63484,51941,45
ORD-0003635,2020-04-24,CUST-0162,PROD-0042,GEO-0013,REP-022,CHN-001,10,8258,82580,37161,45419,55
ORD-0003636,2020-04-26,CUST-0111,PROD-0039,GEO-0001,REP-009,CHN-001,3,10634,31902,14356,17546,55
ORD-0003637,2020-04-24,CUST-0477,PROD-0031,GEO-0003,REP-017,CHN-001,4,21042,84168,37876,46292,55
ORD-0003638,2020-04-13,CUST-0453,PROD-0059,GEO-0007,REP-012,CHN-004,9,5951,53559,29457,24102,45
ORD-0003639,2020-04-25,CUST-0279,PROD-0014,GEO-0010,REP-023,CHN-003,6,42154,252924,96111,156813,62
ORD-0003640,2020-04-27,CUST-0436,PROD-0056,GEO-0004,REP-002,CHN-002,10,10272,102720,53414,49306,48
ORD-0003641,2020-04-15,CUST-0080,PROD-0020,GEO-0015,REP-023,CHN-002,5,36699,183495,95417,88078,48
ORD-0003642,2020-04-12,CUST-0450,PROD-0046,GEO-0008,REP-002,CHN-002,4,5013,20052,10427,9625,48
ORD-0003643,2020-04-13,CUST-0403,PROD-0055,GEO-0018,REP-005,CHN-002,5,7630,38150,19838,18312,48
ORD-0003644,2020-04-29,CUST-0339,PROD-0047,GEO-0015,REP-017,CHN-001,3,5236,15708,7069,8639,55
ORD-0003645,2020-03-31,CUST-0365,PROD-0011,GEO-0007,REP-009,CHN-004,2,26188,52376,28807,23569,45
ORD-0003646,2020-04-19,CUST-0424,PROD-0024,GEO-0010,REP-023,CHN-003,6,9632,57792,21961,35831,62
ORD-0003647,2020-04-01,CUST-0195,PROD-0036,GEO-0019,REP-023,CHN-004,2,18580,37160,20438,16722,45
ORD-0003648,2020-04-01,CUST-0410,PROD-0016,GEO-0014,REP-020,CHN-001,6,9658,57948,26077,31871,55
ORD-0003649,2020-04-28,CUST-0110,PROD-0015,GEO-0008,REP-005,CHN-003,8,12422,99376,37763,61613,62
ORD-0003650,2020-04-20,CUST-0345,PROD-0015,GEO-0005,REP-009,CHN-003,8,17776,142208,54039,88169,62
ORD-0003651,2020-04-03,CUST-0260,PROD-0034,GEO-0006,REP-019,CHN-001,9,25190,226710,102019,124691,55
ORD-0003652,2020-04-13,CUST-0180,PROD-0043,GEO-0001,REP-013,CHN-001,6,41293,247758,111491,136267,55
ORD-0003653,2020-04-12,CUST-0200,PROD-0019,GEO-0002,REP-004,CHN-001,3,19112,57336,25801,31535,55
ORD-0003654,2020-04-05,CUST-0146,PROD-0025,GEO-0012,REP-021,CHN-004,6,12333,73998,40699,33299,45
ORD-0003655,2020-04-23,CUST-0033,PROD-0021,GEO-0008,REP-001,CHN-001,7,20458,143206,64443,78763,55
ORD-0003656,2020-04-05,CUST-0135,PROD-0004,GEO-0004,REP-007,CHN-003,5,9225,46125,17528,28597,62
ORD-0003657,2020-04-26,CUST-0112,PROD-0044,GEO-0009,REP-019,CHN-004,10,19168,191680,105424,86256,45
ORD-0003658,2020-04-23,CUST-0408,PROD-0040,GEO-0014,REP-018,CHN-001,6,5705,34230,15403,18827,55
ORD-0003659,2020-04-17,CUST-0250,PROD-0042,GEO-0007,REP-003,CHN-001,7,4804,33628,15133,18495,55
ORD-0003660,2020-04-07,CUST-0359,PROD-0046,GEO-0014,REP-003,CHN-002,1,49322,49322,25647,23675,48
ORD-0003661,2020-04-02,CUST-0094,PROD-0014,GEO-0008,REP-003,CHN-001,3,110735,332205,149492,182713,55
ORD-0003662,2020-04-10,CUST-0481,PROD-0055,GEO-0018,REP-008,CHN-004,2,8785,17570,9664,7906,45
ORD-0003663,2020-04-13,CUST-0303,PROD-0032,GEO-0015,REP-022,CHN-001,6,16375,98250,44212,54038,55
ORD-0003664,2020-04-19,CUST-0494,PROD-0040,GEO-0006,REP-005,CHN-002,4,23886,95544,49683,45861,48
ORD-0003665,2020-04-11,CUST-0238,PROD-0009,GEO-0019,REP-014,CHN-003,2,25274,50548,19208,31340,62
ORD-0003666,2020-04-10,CUST-0165,PROD-0024,GEO-0018,REP-006,CHN-002,7,9992,69944,36371,33573,48
ORD-0003667,2020-04-02,CUST-0018,PROD-0010,GEO-0002,REP-002,CHN-002,7,6607,46249,24049,22200,48
ORD-0003668,2020-04-13,CUST-0471,PROD-0035,GEO-0005,REP-005,CHN-001,3,10305,30915,13912,17003,55
ORD-0003669,2020-04-18,CUST-0107,PROD-0060,GEO-0005,REP-001,CHN-001,1,50430,50430,22693,27737,55
ORD-0003670,2020-04-08,CUST-0439,PROD-0042,GEO-0015,REP-005,CHN-002,9,11491,103419,53778,49641,48
ORD-0003671,2020-04-02,CUST-0093,PROD-0021,GEO-0014,REP-014,CHN-001,2,65143,130286,58629,71657,55
ORD-0003672,2020-04-02,CUST-0416,PROD-0021,GEO-0001,REP-012,CHN-002,7,4182,29274,15222,14052,48
ORD-0003673,2020-04-10,CUST-0435,PROD-0013,GEO-0013,REP-024,CHN-002,1,256357,256357,133306,123051,48
ORD-0003674,2020-04-23,CUST-0374,PROD-0003,GEO-0014,REP-011,CHN-002,5,19337,96685,50276,46409,48
ORD-0003675,2020-04-28,CUST-0204,PROD-0011,GEO-0010,REP-008,CHN-003,5,8974,44870,17051,27819,62
ORD-0003676,2020-04-02,CUST-0362,PROD-0036,GEO-0006,REP-023,CHN-001,2,20607,41214,18546,22668,55
ORD-0003677,2020-04-05,CUST-0171,PROD-0017,GEO-0016,REP-016,CHN-001,7,3777,26439,11898,14541,55
ORD-0003678,2020-04-03,CUST-0032,PROD-0026,GEO-0018,REP-019,CHN-004,6,4217,25302,13916,11386,45
ORD-0003679,2020-04-13,CUST-0242,PROD-0039,GEO-0017,REP-003,CHN-002,9,9195,82755,43033,39722,48
ORD-0003680,2020-04-27,CUST-0386,PROD-0032,GEO-0015,REP-020,CHN-002,8,29025,232200,120744,111456,48
ORD-0003681,2020-04-06,CUST-0474,PROD-0016,GEO-0015,REP-010,CHN-004,4,15942,63768,35072,28696,45
ORD-0003682,2020-04-14,CUST-0073,PROD-0013,GEO-0016,REP-005,CHN-001,6,7177,43062,19378,23684,55
ORD-0003683,2020-04-26,CUST-0295,PROD-0060,GEO-0014,REP-014,CHN-001,1,18751,18751,8438,10313,55
ORD-0003684,2020-04-08,CUST-0194,PROD-0005,GEO-0007,REP-024,CHN-001,8,7136,57088,25690,31398,55
ORD-0003685,2020-04-27,CUST-0387,PROD-0028,GEO-0004,REP-022,CHN-004,4,41595,166380,91509,74871,45
ORD-0003686,2020-04-16,CUST-0249,PROD-0049,GEO-0014,REP-010,CHN-002,10,4421,44210,22989,21221,48
ORD-0003687,2020-04-29,CUST-0414,PROD-0012,GEO-0019,REP-008,CHN-003,9,4276,38484,14624,23860,62
ORD-0003688,2020-04-04,CUST-0470,PROD-0057,GEO-0006,REP-018,CHN-001,5,8814,44070,19831,24239,55
ORD-0003689,2020-04-08,CUST-0033,PROD-0041,GEO-0001,REP-002,CHN-003,2,100141,200282,76107,124175,62
ORD-0003690,2020-04-20,CUST-0209,PROD-0013,GEO-0008,REP-013,CHN-003,6,22979,137874,52392,85482,62
ORD-0003691,2020-04-23,CUST-0471,PROD-0006,GEO-0007,REP-006,CHN-001,1,39989,39989,17995,21994,55
ORD-0003692,2020-03-31,CUST-0322,PROD-0052,GEO-0006,REP-002,CHN-003,7,2606,18242,6932,11310,62
ORD-0003693,2020-04-19,CUST-0440,PROD-0039,GEO-0017,REP-012,CHN-003,1,203845,203845,77461,126384,62
ORD-0003694,2020-04-07,CUST-0431,PROD-0021,GEO-0010,REP-025,CHN-003,7,27266,190862,72528,118334,62
ORD-0003695,2020-04-03,CUST-0036,PROD-0060,GEO-0018,REP-003,CHN-004,2,20426,40852,22469,18383,45
ORD-0003696,2020-04-11,CUST-0341,PROD-0053,GEO-0009,REP-015,CHN-004,6,6523,39138,21526,17612,45
ORD-0003697,2020-04-25,CUST-0401,PROD-0034,GEO-0004,REP-008,CHN-002,7,39220,274540,142761,131779,48
ORD-0003698,2020-04-19,CUST-0294,PROD-0030,GEO-0010,REP-023,CHN-002,10,5835,58350,30342,28008,48
ORD-0003699,2020-04-18,CUST-0360,PROD-0016,GEO-0011,REP-004,CHN-001,7,4247,29729,13378,16351,55
ORD-0003700,2020-04-01,CUST-0322,PROD-0024,GEO-0017,REP-016,CHN-003,5,5513,27565,10475,17090,62
ORD-0003701,2020-04-03,CUST-0257,PROD-0057,GEO-0006,REP-014,CHN-003,4,32344,129376,49163,80213,62
ORD-0003702,2020-04-11,CUST-0300,PROD-0050,GEO-0017,REP-018,CHN-003,7,17650,123550,46949,76601,62
ORD-0003703,2020-04-04,CUST-0428,PROD-0014,GEO-0017,REP-016,CHN-004,3,93044,279132,153523,125609,45
ORD-0003704,2020-04-15,CUST-0112,PROD-0025,GEO-0002,REP-014,CHN-004,1,173169,173169,95243,77926,45
ORD-0003705,2020-04-19,CUST-0173,PROD-0030,GEO-0015,REP-020,CHN-001,3,7742,23226,10452,12774,55
ORD-0003706,2020-04-06,CUST-0282,PROD-0037,GEO-0005,REP-005,CHN-001,5,51009,255045,114770,140275,55
ORD-0003707,2020-04-12,CUST-0478,PROD-0044,GEO-0009,REP-017,CHN-001,5,42633,213165,95924,117241,55
ORD-0003708,2020-04-25,CUST-0007,PROD-0058,GEO-0008,REP-011,CHN-002,1,43770,43770,22760,21010,48
ORD-0003709,2020-04-10,CUST-0491,PROD-0056,GEO-0008,REP-018,CHN-002,1,15392,15392,8004,7388,48
ORD-0003710,2020-04-08,CUST-0441,PROD-0042,GEO-0019,REP-016,CHN-001,3,12270,36810,16565,20245,55
ORD-0003711,2020-04-10,CUST-0201,PROD-0044,GEO-0014,REP-019,CHN-003,6,5141,30846,11721,19125,62
ORD-0003712,2020-04-07,CUST-0032,PROD-0034,GEO-0008,REP-019,CHN-002,6,7519,45114,23459,21655,48
ORD-0003713,2020-04-06,CUST-0219,PROD-0001,GEO-0018,REP-011,CHN-001,1,118888,118888,53500,65388,55
ORD-0003714,2020-05-14,CUST-0310,PROD-0043,GEO-0007,REP-006,CHN-001,7,5343,37401,16830,20571,55
ORD-0003715,2020-05-07,CUST-0113,PROD-0002,GEO-0017,REP-010,CHN-002,1,281259,281259,146255,135004,48
ORD-0003716,2020-05-24,CUST-0100,PROD-0013,GEO-0011,REP-001,CHN-004,3,44196,132588,72923,59665,45
ORD-0003717,2020-05-14,CUST-0220,PROD-0037,GEO-0005,REP-018,CHN-002,2,118962,237924,123720,114204,48
ORD-0003718,2020-05-04,CUST-0359,PROD-0029,GEO-0013,REP-008,CHN-002,4,13059,52236,27163,25073,48
ORD-0003719,2020-05-07,CUST-0018,PROD-0058,GEO-0016,REP-013,CHN-003,7,2805,19635,7461,12174,62
ORD-0003720,2020-05-01,CUST-0274,PROD-0036,GEO-0009,REP-006,CHN-004,4,22149,88596,48728,39868,45
ORD-0003721,2020-05-20,CUST-0039,PROD-0058,GEO-0016,REP-012,CHN-004,3,5174,15522,8537,6985,45
ORD-0003722,2020-05-03,CUST-0394,PROD-0060,GEO-0014,REP-016,CHN-002,9,5487,49383,25679,23704,48
ORD-0003723,2020-05-25,CUST-0233,PROD-0040,GEO-0009,REP-015,CHN-002,2,105892,211784,110128,101656,48
ORD-0003724,2020-05-05,CUST-0291,PROD-0010,GEO-0012,REP-017,CHN-002,1,111802,111802,58137,53665,48
ORD-0003725,2020-05-18,CUST-0203,PROD-0010,GEO-0003,REP-020,CHN-004,6,8960,53760,29568,24192,45
ORD-0003726,2020-05-13,CUST-0001,PROD-0047,GEO-0008,REP-019,CHN-004,6,2630,15780,8679,7101,45
ORD-0003727,2020-05-07,CUST-0302,PROD-0032,GEO-0018,REP-019,CHN-001,4,65467,261868,117841,144027,55
ORD-0003728,2020-05-02,CUST-0270,PROD-0029,GEO-0013,REP-016,CHN-002,8,8501,68008,35364,32644,48
ORD-0003729,2020-04-30,CUST-0172,PROD-0024,GEO-0016,REP-010,CHN-001,3,8143,24429,10993,13436,55
ORD-0003730,2020-05-09,CUST-0438,PROD-0041,GEO-0003,REP-005,CHN-003,3,13058,39174,14886,24288,62
ORD-0003731,2020-05-22,CUST-0345,PROD-0018,GEO-0007,REP-009,CHN-001,2,28199,56398,25379,31019,55
ORD-0003732,2020-05-24,CUST-0377,PROD-0023,GEO-0012,REP-025,CHN-001,3,19365,58095,26143,31952,55
ORD-0003733,2020-05-03,CUST-0101,PROD-0048,GEO-0002,REP-023,CHN-001,3,15508,46524,20936,25588,55
ORD-0003734,2020-05-07,CUST-0150,PROD-0038,GEO-0007,REP-019,CHN-004,4,19751,79004,43452,35552,45
ORD-0003735,2020-05-23,CUST-0268,PROD-0016,GEO-0002,REP-013,CHN-002,9,7636,68724,35736,32988,48
ORD-0003736,2020-05-03,CUST-0254,PROD-0026,GEO-0002,REP-020,CHN-002,8,3784,30272,15741,14531,48
ORD-0003737,2020-05-26,CUST-0189,PROD-0052,GEO-0018,REP-025,CHN-001,9,2146,19314,8691,10623,55
ORD-0003738,2020-05-29,CUST-0311,PROD-0057,GEO-0004,REP-025,CHN-003,7,6731,47117,17904,29213,62
ORD-0003739,2020-05-15,CUST-0174,PROD-0055,GEO-0002,REP-006,CHN-002,6,18427,110562,57492,53070,48
ORD-0003740,2020-05-25,CUST-0376,PROD-0006,GEO-0019,REP-017,CHN-001,7,6317,44219,19899,24320,55
ORD-0003741,2020-05-01,CUST-0355,PROD-0021,GEO-0005,REP-014,CHN-003,5,11957,59785,22718,37067,62
ORD-0003742,2020-04-30,CUST-0145,PROD-0028,GEO-0015,REP-009,CHN-003,1,133753,133753,50826,82927,62
ORD-0003743,2020-05-11,CUST-0373,PROD-0041,GEO-0015,REP-016,CHN-001,7,12499,87493,39372,48121,55
ORD-0003744,2020-05-17,CUST-0445,PROD-0028,GEO-0001,REP-007,CHN-001,1,28883,28883,12997,15886,55
ORD-0003745,2020-05-11,CUST-0120,PROD-0023,GEO-0003,REP-024,CHN-003,8,8553,68424,26001,42423,62
ORD-0003746,2020-05-17,CUST-0061,PROD-0030,GEO-0018,REP-018,CHN-003,5,38819,194095,73756,120339,62
ORD-0003747,2020-05-11,CUST-0450,PROD-0014,GEO-0019,REP-007,CHN-004,10,5401,54010,29706,24304,45
ORD-0003748,2020-05-11,CUST-0087,PROD-0019,GEO-0013,REP-016,CHN-004,7,8011,56077,30842,25235,45
ORD-0003749,2020-05-16,CUST-0233,PROD-0033,GEO-0003,REP-015,CHN-003,2,122852,245704,93368,152336,62
ORD-0003750,2020-05-04,CUST-0337,PROD-0017,GEO-0013,REP-007,CHN-004,5,12286,61430,33787,27643,45
ORD-0003751,2020-05-20,CUST-0341,PROD-0011,GEO-0003,REP-006,CHN-004,1,115451,115451,63498,51953,45
ORD-0003752,2020-05-29,CUST-0373,PROD-0030,GEO-0004,REP-022,CHN-001,4,18109,72436,32596,39840,55
ORD-0003753,2020-05-13,CUST-0403,PROD-0029,GEO-0007,REP-024,CHN-004,7,10674,74718,41095,33623,45
ORD-0003754,2020-05-15,CUST-0403,PROD-0030,GEO-0001,REP-008,CHN-004,7,8711,60977,33537,27440,45
ORD-0003755,2020-05-14,CUST-0356,PROD-0005,GEO-0010,REP-017,CHN-003,5,54464,272320,103482,168838,62
ORD-0003756,2020-05-22,CUST-0461,PROD-0036,GEO-0013,REP-025,CHN-004,7,11019,77133,42423,34710,45
ORD-0003757,2020-05-24,CUST-0036,PROD-0044,GEO-0003,REP-019,CHN-002,3,26725,80175,41691,38484,48
ORD-0003758,2020-05-17,CUST-0057,PROD-0049,GEO-0008,REP-018,CHN-004,1,104787,104787,57633,47154,45
ORD-0003759,2020-05-27,CUST-0494,PROD-0021,GEO-0005,REP-015,CHN-003,9,7241,65169,24764,40405,62
ORD-0003760,2020-05-20,CUST-0350,PROD-0038,GEO-0003,REP-021,CHN-004,6,33550,201300,110715,90585,45
ORD-0003761,2020-05-11,CUST-0461,PROD-0018,GEO-0003,REP-023,CHN-002,6,10390,62340,32417,29923,48
ORD-0003762,2020-05-25,CUST-0259,PROD-0058,GEO-0002,REP-013,CHN-002,2,19938,39876,20736,19140,48
ORD-0003763,2020-05-13,CUST-0489,PROD-0007,GEO-0008,REP-015,CHN-001,1,129156,129156,58120,71036,55
ORD-0003764,2020-05-27,CUST-0101,PROD-0016,GEO-0011,REP-007,CHN-003,9,7327,65943,25058,40885,62
ORD-0003765,2020-05-03,CUST-0089,PROD-0038,GEO-0001,REP-004,CHN-003,3,12119,36357,13816,22541,62
ORD-0003766,2020-05-06,CUST-0460,PROD-0008,GEO-0009,REP-014,CHN-004,9,11094,99846,54915,44931,45
ORD-0003767,2020-05-17,CUST-0226,PROD-0022,GEO-0010,REP-004,CHN-002,1,73202,73202,38065,35137,48
ORD-0003768,2020-05-29,CUST-0168,PROD-0041,GEO-0002,REP-003,CHN-003,10,25770,257700,97926,159774,62
ORD-0003769,2020-05-15,CUST-0347,PROD-0034,GEO-0010,REP-015,CHN-002,3,71363,214089,111326,102763,48
ORD-0003770,2020-05-20,CUST-0464,PROD-0023,GEO-0013,REP-005,CHN-004,5,12770,63850,35118,28732,45
ORD-0003771,2020-05-22,CUST-0041,PROD-0052,GEO-0018,REP-012,CHN-004,10,5079,50790,27935,22855,45
ORD-0003772,2020-05-08,CUST-0323,PROD-0033,GEO-0004,REP-002,CHN-003,3,13572,40716,15472,25244,62
ORD-0003773,2020-05-16,CUST-0355,PROD-0007,GEO-0002,REP-013,CHN-002,9,13167,118503,61622,56881,48
ORD-0003774,2020-05-20,CUST-0248,PROD-0006,GEO-0017,REP-024,CHN-004,6,58212,349272,192100,157172,45
ORD-0003775,2020-05-28,CUST-0136,PROD-0054,GEO-0004,REP-011,CHN-003,3,5481,16443,6248,10195,62
ORD-0003776,2020-05-23,CUST-0300,PROD-0027,GEO-0005,REP-009,CHN-001,2,96332,192664,86699,105965,55
ORD-0003777,2020-05-17,CUST-0383,PROD-0056,GEO-0009,REP-010,CHN-003,6,6996,41976,15951,26025,62
ORD-0003778,2020-05-21,CUST-0132,PROD-0048,GEO-0002,REP-019,CHN-002,7,5387,37709,19609,18100,48
ORD-0003779,2020-05-25,CUST-0424,PROD-0019,GEO-0005,REP-013,CHN-003,4,17667,70668,26854,43814,62
ORD-0003780,2020-05-14,CUST-0136,PROD-0008,GEO-0012,REP-009,CHN-001,2,19236,38472,17312,21160,55
ORD-0003781,2020-05-24,CUST-0006,PROD-0010,GEO-0013,REP-020,CHN-001,1,41051,41051,18473,22578,55
ORD-0003782,2020-05-21,CUST-0334,PROD-0024,GEO-0008,REP-004,CHN-004,9,3167,28503,15677,12826,45
ORD-0003783,2020-05-13,CUST-0269,PROD-0050,GEO-0019,REP-014,CHN-001,9,2007,18063,8128,9935,55
ORD-0003784,2020-05-28,CUST-0243,PROD-0010,GEO-0014,REP-020,CHN-003,7,14603,102221,38844,63377,62
ORD-0003785,2020-05-06,CUST-0125,PROD-0050,GEO-0009,REP-023,CHN-004,8,12738,101904,56047,45857,45
ORD-0003786,2020-05-23,CUST-0228,PROD-0029,GEO-0008,REP-010,CHN-001,5,4869,24345,10955,13390,55
ORD-0003787,2020-05-23,CUST-0204,PROD-0005,GEO-0002,REP-017,CHN-002,9,4762,42858,22286,20572,48
ORD-0003788,2020-05-22,CUST-0084,PROD-0007,GEO-0018,REP-009,CHN-003,6,17168,103008,39143,63865,62
ORD-0003789,2020-05-11,CUST-0493,PROD-0048,GEO-0010,REP-002,CHN-002,4,4890,19560,10171,9389,48
ORD-0003790,2020-05-23,CUST-0266,PROD-0040,GEO-0008,REP-024,CHN-001,4,25112,100448,45202,55246,55
ORD-0003791,2020-05-09,CUST-0223,PROD-0007,GEO-0001,REP-019,CHN-001,10,5108,51080,22986,28094,55
ORD-0003792,2020-05-03,CUST-0108,PROD-0020,GEO-0019,REP-021,CHN-001,2,90283,180566,81255,99311,55
ORD-0003793,2020-05-01,CUST-0400,PROD-0057,GEO-0004,REP-005,CHN-003,3,43249,129747,49304,80443,62
ORD-0003794,2020-05-18,CUST-0460,PROD-0045,GEO-0008,REP-008,CHN-001,4,21953,87812,39515,48297,55
ORD-0003795,2020-05-03,CUST-0175,PROD-0010,GEO-0008,REP-020,CHN-003,2,59150,118300,44954,73346,62
ORD-0003796,2020-05-13,CUST-0120,PROD-0023,GEO-0016,REP-011,CHN-003,7,9154,64078,24350,39728,62
ORD-0003797,2020-05-03,CUST-0370,PROD-0005,GEO-0001,REP-025,CHN-001,6,55750,334500,150525,183975,55
ORD-0003798,2020-05-06,CUST-0086,PROD-0045,GEO-0011,REP-002,CHN-004,8,4768,38144,20979,17165,45
ORD-0003799,2020-05-30,CUST-0193,PROD-0030,GEO-0009,REP-021,CHN-002,2,11186,22372,11633,10739,48
ORD-0003800,2020-05-19,CUST-0264,PROD-0018,GEO-0004,REP-011,CHN-001,8,9113,72904,32807,40097,55
ORD-0003801,2020-05-03,CUST-0133,PROD-0053,GEO-0006,REP-009,CHN-001,9,5912,53208,23944,29264,55
ORD-0003802,2020-05-09,CUST-0050,PROD-0026,GEO-0004,REP-012,CHN-004,5,30104,150520,82786,67734,45
ORD-0003803,2020-05-18,CUST-0001,PROD-0052,GEO-0012,REP-015,CHN-002,5,3033,15165,7886,7279,48
ORD-0003804,2020-05-24,CUST-0236,PROD-0023,GEO-0015,REP-015,CHN-004,8,6804,54432,29938,24494,45
ORD-0003805,2020-05-08,CUST-0400,PROD-0035,GEO-0015,REP-007,CHN-004,6,35254,211524,116338,95186,45
ORD-0003806,2020-05-02,CUST-0113,PROD-0021,GEO-0010,REP-011,CHN-003,8,23348,186784,70978,115806,62
ORD-0003807,2020-05-06,CUST-0035,PROD-0025,GEO-0016,REP-001,CHN-002,4,7162,28648,14897,13751,48
ORD-0003808,2020-05-04,CUST-0289,PROD-0015,GEO-0018,REP-024,CHN-004,2,142496,284992,156746,128246,45
ORD-0003809,2020-05-28,CUST-0123,PROD-0019,GEO-0019,REP-005,CHN-004,3,56164,168492,92671,75821,45
ORD-0003810,2020-05-15,CUST-0378,PROD-0056,GEO-0019,REP-015,CHN-001,8,14910,119280,53676,65604,55
ORD-0003811,2020-05-11,CUST-0185,PROD-0043,GEO-0016,REP-008,CHN-003,3,92371,277113,105303,171810,62
ORD-0003812,2020-05-22,CUST-0326,PROD-0027,GEO-0014,REP-018,CHN-004,9,2387,21483,11816,9667,45
ORD-0003813,2020-05-21,CUST-0301,PROD-0020,GEO-0018,REP-004,CHN-001,10,7732,77320,34794,42526,55
ORD-0003814,2020-05-04,CUST-0218,PROD-0021,GEO-0007,REP-020,CHN-004,1,31111,31111,17111,14000,45
ORD-0003815,2020-05-02,CUST-0214,PROD-0022,GEO-0004,REP-024,CHN-002,7,8593,60151,31279,28872,48
ORD-0003816,2020-05-28,CUST-0152,PROD-0057,GEO-0004,REP-020,CHN-002,4,12624,50496,26258,24238,48
ORD-0003817,2020-05-24,CUST-0456,PROD-0044,GEO-0001,REP-012,CHN-002,6,5888,35328,18371,16957,48
ORD-0003818,2020-05-20,CUST-0226,PROD-0005,GEO-0010,REP-001,CHN-003,10,14228,142280,54066,88214,62
ORD-0003819,2020-05-06,CUST-0130,PROD-0052,GEO-0012,REP-025,CHN-001,4,5142,20568,9256,11312,55
ORD-0003820,2020-05-13,CUST-0055,PROD-0044,GEO-0004,REP-017,CHN-003,7,33098,231686,88041,143645,62
ORD-0003821,2020-05-26,CUST-0328,PROD-0010,GEO-0018,REP-009,CHN-002,7,16130,112910,58713,54197,48
ORD-0003822,2020-05-03,CUST-0440,PROD-0023,GEO-0007,REP-003,CHN-003,2,77645,155290,59010,96280,62
ORD-0003823,2020-05-24,CUST-0235,PROD-0015,GEO-0006,REP-007,CHN-002,6,21098,126588,65826,60762,48
ORD-0003824,2020-05-10,CUST-0440,PROD-0050,GEO-0009,REP-024,CHN-003,2,48912,97824,37173,60651,62
ORD-0003825,2020-05-17,CUST-0090,PROD-0039,GEO-0010,REP-007,CHN-002,5,8739,43695,22721,20974,48
