CustomerID,CustomerName,Industry,CompanySize,CustomerTier,Customerdate
CUST-0353,Financial Services Corp 353,Financial Services,SMB,Gold,12/30/2020
CUST-0354,Retail Corp 354,Retail,SMB,Gold,12/31/2020
CUST-0355,Healthcare Corp 355,Healthcare,Mid-Market,Gold,1/1/2021
CUST-0356,Energy Corp 356,Energy,Enterprise,Silver,1/2/2021
CUST-0357,Retail Corp 357,Retail,Mid-Market,Silver,1/3/2021
CUST-0358,Retail Corp 358,Retail,Mid-Market,Platinum,1/4/2021
CUST-0359,Retail Corp 359,Retail,Mid-Market,Bronze,1/5/2021
CUST-0360,Healthcare Corp 360,Healthcare,SMB,Silver,1/6/2021
CUST-0361,Financial Services Corp 361,Financial Services,Mid-Market,Platinum,1/7/2021
CUST-0362,Financial Services Corp 362,Financial Services,SMB,Silver,1/8/2021
CUST-0363,Healthcare Corp 363,Healthcare,Enterprise,Gold,1/9/2021
CUST-0364,Manufacturing Corp 364,Manufacturing,Enterprise,Gold,1/10/2021
CUST-0365,Retail Corp 365,Retail,SMB,Bronze,1/11/2021
CUST-0366,Energy Corp 366,Energy,SMB,Platinum,1/12/2021
CUST-0367,Healthcare Corp 367,Healthcare,Mid-Market,Silver,1/13/2021
CUST-0368,Financial Services Corp 368,Financial Services,SMB,Platinum,1/14/2021
CUST-0369,Financial Services Corp 369,Financial Services,Enterprise,Silver,1/15/2021
CUST-0370,Healthcare Corp 370,Healthcare,Enterprise,Gold,1/16/2021
CUST-0371,Financial Services Corp 371,Financial Services,Enterprise,Platinum,1/17/2021
CUST-0372,Technology Corp 372,Technology,SMB,Gold,1/18/2021
CUST-0373,Financial Services Corp 373,Financial Services,Mid-Market,Bronze,1/19/2021
CUST-0374,Technology Corp 374,Technology,Mid-Market,Silver,1/20/2021
CUST-0375,Retail Corp 375,Retail,Mid-Market,Gold,1/21/2021
CUST-0376,Financial Services Corp 376,Financial Services,SMB,Silver,1/22/2021
CUST-0377,Energy Corp 377,Energy,Mid-Market,Platinum,1/23/2021
CUST-0378,Healthcare Corp 378,Healthcare,Enterprise,Bronze,1/24/2021
CUST-0379,Energy Corp 379,Energy,SMB,Gold,1/25/2021
CUST-0380,Energy Corp 380,Energy,SMB,Silver,1/26/2021
CUST-0381,Financial Services Corp 381,Financial Services,Mid-Market,Bronze,1/27/2021
CUST-0382,Financial Services Corp 382,Financial Services,SMB,Silver,1/28/2021
CUST-0383,Manufacturing Corp 383,Manufacturing,Mid-Market,Gold,1/29/2021
CUST-0384,Financial Services Corp 384,Financial Services,Enterprise,Bronze,1/30/2021
CUST-0385,Retail Corp 385,Retail,SMB,Bronze,1/31/2021
CUST-0386,Financial Services Corp 386,Financial Services,Enterprise,Platinum,2/1/2021
CUST-0387,Energy Corp 387,Energy,Enterprise,Bronze,2/2/2021
CUST-0388,Energy Corp 388,Energy,Enterprise,Gold,2/3/2021
CUST-0389,Manufacturing Corp 389,Manufacturing,Mid-Market,Gold,2/4/2021
CUST-0390,Financial Services Corp 390,Financial Services,Mid-Market,Silver,2/5/2021
CUST-0391,Manufacturing Corp 391,Manufacturing,Mid-Market,Platinum,2/6/2021
CUST-0392,Financial Services Corp 392,Financial Services,SMB,Bronze,2/7/2021
CUST-0393,Energy Corp 393,Energy,Mid-Market,Platinum,2/8/2021
CUST-0394,Manufacturing Corp 394,Manufacturing,Mid-Market,Gold,2/9/2021
CUST-0395,Financial Services Corp 395,Financial Services,SMB,Silver,2/10/2021
CUST-0396,Retail Corp 396,Retail,SMB,Silver,2/11/2021
CUST-0397,Healthcare Corp 397,Healthcare,SMB,Platinum,2/12/2021
CUST-0398,Retail Corp 398,Retail,Mid-Market,Bronze,2/13/2021
CUST-0399,Technology Corp 399,Technology,Mid-Market,Platinum,2/14/2021
CUST-0400,Manufacturing Corp 400,Manufacturing,Enterprise,Silver,2/15/2021
CUST-0401,Retail Corp 401,Retail,Enterprise,Bronze,2/16/2021
CUST-0402,Financial Services Corp 402,Financial Services,Mid-Market,Bronze,2/17/2021
CUST-0403,Healthcare Corp 403,Healthcare,Mid-Market,Gold,2/18/2021
CUST-0404,Manufacturing Corp 404,Manufacturing,Mid-Market,Silver,2/19/2021
CUST-0405,Healthcare Corp 405,Healthcare,Enterprise,Bronze,2/20/2021
CUST-0406,Retail Corp 406,Retail,SMB,Gold,2/21/2021
CUST-0407,Manufacturing Corp 407,Manufacturing,Enterprise,Silver,2/22/2021
CUST-0408,Healthcare Corp 408,Healthcare,SMB,Gold,2/23/2021
CUST-0409,Retail Corp 409,Retail,SMB,Silver,2/24/2021
CUST-0410,Manufacturing Corp 410,Manufacturing,Mid-Market,Gold,2/25/2021
CUST-0411,Energy Corp 411,Energy,Mid-Market,Gold,2/26/2021
CUST-0412,Technology Corp 412,Technology,SMB,Silver,2/27/2021
CUST-0413,Healthcare Corp 413,Healthcare,Mid-Market,Gold,2/28/2021
CUST-0414,Manufacturing Corp 414,Manufacturing,SMB,Platinum,3/1/2021
CUST-0415,Technology Corp 415,Technology,SMB,Bronze,3/2/2021
CUST-0416,Healthcare Corp 416,Healthcare,SMB,Bronze,3/3/2021
CUST-0417,Healthcare Corp 417,Healthcare,SMB,Bronze,3/4/2021
CUST-0418,Technology Corp 418,Technology,Mid-Market,Platinum,3/5/2021
CUST-0419,Healthcare Corp 419,Healthcare,Mid-Market,Gold,3/6/2021
CUST-0420,Energy Corp 420,Energy,SMB,Bronze,3/7/2021
CUST-0421,Healthcare Corp 421,Healthcare,Enterprise,Platinum,3/8/2021
CUST-0422,Energy Corp 422,Energy,Mid-Market,Gold,3/9/2021
CUST-0423,Retail Corp 423,Retail,Enterprise,Silver,3/10/2021
CUST-0424,Retail Corp 424,Retail,Mid-Market,Bronze,3/11/2021
CUST-0425,Healthcare Corp 425,Healthcare,SMB,Bronze,3/12/2021
CUST-0426,Manufacturing Corp 426,Manufacturing,Mid-Market,Gold,3/13/2021
CUST-0427,Manufacturing Corp 427,Manufacturing,SMB,Bronze,3/14/2021
CUST-0428,Healthcare Corp 428,Healthcare,Enterprise,Bronze,3/15/2021
CUST-0429,Energy Corp 429,Energy,Enterprise,Silver,3/16/2021
CUST-0430,Energy Corp 430,Energy,SMB,Silver,3/17/2021
CUST-0431,Manufacturing Corp 431,Manufacturing,Enterprise,Silver,3/18/2021
CUST-0432,Manufacturing Corp 432,Manufacturing,Enterprise,Gold,3/19/2021
CUST-0433,Retail Corp 433,Retail,Mid-Market,Platinum,3/20/2021
CUST-0434,Technology Corp 434,Technology,Mid-Market,Bronze,3/21/2021
CUST-0435,Technology Corp 435,Technology,Enterprise,Bronze,3/22/2021
CUST-0436,Manufacturing Corp 436,Manufacturing,Enterprise,Platinum,3/23/2021
CUST-0437,Healthcare Corp 437,Healthcare,Enterprise,Silver,3/24/2021
CUST-0438,Financial Services Corp 438,Financial Services,SMB,Silver,3/25/2021
CUST-0439,Energy Corp 439,Energy,Mid-Market,Platinum,3/26/2021
CUST-0440,Technology Corp 440,Technology,Enterprise,Silver,3/27/2021
CUST-0441,Energy Corp 441,Energy,SMB,Platinum,3/28/2021
CUST-0442,Manufacturing Corp 442,Manufacturing,SMB,Gold,3/29/2021
CUST-0443,Manufacturing Corp 443,Manufacturing,SMB,Platinum,3/30/2021
CUST-0444,Retail Corp 444,Retail,SMB,Platinum,3/31/2021
CUST-0445,Technology Corp 445,Technology,SMB,Bronze,4/1/2021
CUST-0446,Financial Services Corp 446,Financial Services,SMB,Bronze,4/2/2021
CUST-0447,Financial Services Corp 447,Financial Services,Mid-Market,Gold,4/3/2021
CUST-0448,Manufacturing Corp 448,Manufacturing,Enterprise,Silver,4/4/2021
CUST-0449,Retail Corp 449,Retail,Enterprise,Platinum,4/5/2021
CUST-0450,Financial Services Corp 450,Financial Services,SMB,Bronze,4/6/2021
CUST-0451,Energy Corp 451,Energy,Mid-Market,Silver,4/7/2021
CUST-0452,Energy Corp 452,Energy,SMB,Bronze,4/8/2021
CUST-0453,Healthcare Corp 453,Healthcare,Mid-Market,Platinum,4/9/2021
CUST-0454,Energy Corp 454,Energy,Enterprise,Bronze,4/10/2021
CUST-0455,Healthcare Corp 455,Healthcare,Enterprise,Platinum,4/11/2021
CUST-0456,Healthcare Corp 456,Healthcare,SMB,Gold,4/12/2021
CUST-0457,Financial Services Corp 457,Financial Services,SMB,Gold,4/13/2021
CUST-0458,Retail Corp 458,Retail,Enterprise,Bronze,4/14/2021
CUST-0459,Technology Corp 459,Technology,Mid-Market,Gold,4/15/2021
CUST-0460,Financial Services Corp 460,Financial Services,Mid-Market,Gold,4/16/2021
CUST-0461,Energy Corp 461,Energy,Mid-Market,Silver,4/17/2021
CUST-0462,Energy Corp 462,Energy,Enterprise,Platinum,4/18/2021
CUST-0463,Financial Services Corp 463,Financial Services,Enterprise,Bronze,4/19/2021
CUST-0464,Retail Corp 464,Retail,Mid-Market,Bronze,4/20/2021
CUST-0465,Manufacturing Corp 465,Manufacturing,Mid-Market,Bronze,4/21/2021
CUST-0466,Financial Services Corp 466,Financial Services,Mid-Market,Gold,4/22/2021
CUST-0467,Manufacturing Corp 467,Manufacturing,SMB,Bronze,4/23/2021
CUST-0468,Healthcare Corp 468,Healthcare,Mid-Market,Platinum,4/24/2021
CUST-0469,Manufacturing Corp 469,Manufacturing,SMB,Silver,4/25/2021
CUST-0470,Technology Corp 470,Technology,Mid-Market,Gold,4/26/2021
CUST-0471,Manufacturing Corp 471,Manufacturing,SMB,Bronze,4/27/2021
CUST-0472,Retail Corp 472,Retail,Mid-Market,Bronze,4/28/2021
CUST-0473,Healthcare Corp 473,Healthcare,Mid-Market,Silver,4/29/2021
CUST-0474,Financial Services Corp 474,Financial Services,Mid-Market,Silver,4/30/2021
CUST-0475,Financial Services Corp 475,Financial Services,SMB,Bronze,5/1/2021
CUST-0476,Manufacturing Corp 476,Manufacturing,SMB,Platinum,5/2/2021
CUST-0477,Manufacturing Corp 477,Manufacturing,Mid-Market,Silver,5/3/2021
CUST-0478,Healthcare Corp 478,Healthcare,Enterprise,Silver,5/4/2021
CUST-0479,Retail Corp 479,Retail,SMB,Bronze,5/5/2021
CUST-0480,Healthcare Corp 480,Healthcare,Mid-Market,Gold,5/6/2021
CUST-0481,Energy Corp 481,Energy,SMB,Bronze,5/7/2021
CUST-0482,Energy Corp 482,Energy,SMB,Silver,5/8/2021
CUST-0483,Energy Corp 483,Energy,Mid-Market,Silver,5/9/2021
CUST-0484,Energy Corp 484,Energy,SMB,Silver,5/10/2021
CUST-0485,Manufacturing Corp 485,Manufacturing,Mid-Market,Silver,5/11/2021
CUST-0486,Financial Services Corp 486,Financial Services,Enterprise,Bronze,5/12/2021
CUST-0487,Energy Corp 487,Energy,Mid-Market,Platinum,5/13/2021
CUST-0488,Retail Corp 488,Retail,Mid-Market,Gold,5/14/2021
CUST-0489,Manufacturing Corp 489,Manufacturing,Mid-Market,Gold,5/15/2021
CUST-0490,Technology Corp 490,Technology,SMB,Platinum,5/16/2021
CUST-0491,Energy Corp 491,Energy,SMB,Silver,5/17/2021
CUST-0492,Retail Corp 492,Retail,Enterprise,Silver,5/18/2021
CUST-0493,Retail Corp 493,Retail,SMB,Gold,5/19/2021
CUST-0494,Technology Corp 494,Technology,Mid-Market,Gold,5/20/2021
CUST-0495,Healthcare Corp 495,Healthcare,SMB,Bronze,5/21/2021
CUST-0496,Healthcare Corp 496,Healthcare,SMB,Gold,5/22/2021
CUST-0497,Healthcare Corp 497,Healthcare,SMB,Platinum,5/23/2021
CUST-0498,Healthcare Corp 498,Healthcare,Mid-Market,Platinum,5/24/2021
CUST-0499,Manufacturing Corp 499,Manufacturing,SMB,Platinum,5/25/2021
CUST-0500,Retail Corp 500,Retail,Mid-Market,Silver,5/26/2021
